sale_id,sale_date,customer_id,customer_name,product_id,product_name,category,quantity,price,total_amount
1524,2025-01-16,130,Donald Ballard,203,Chair,Furniture,5,150,750
1525,2025-01-16,142,John Tyler,201,Laptop,Electronics,2,1000,2000
1526,2025-01-16,183,John Cook,203,Chair,Furniture,2,150,300
1527,2025-01-16,175,Ronnie Wilkins,204,Desk,Furniture,2,300,600
1528,2025-01-16,118,Daniel Ortega,204,Desk,Furniture,4,300,1200
1529,2025-01-16,166,Jonathan Hurley,201,Laptop,Electronics,5,1000,5000
1530,2025-01-16,111,Joyce Williams,201,Laptop,Electronics,3,1000,3000
1531,2025-01-16,119,Krista Cuevas,203,Chair,Furniture,2,150,300
1532,2025-01-16,165,Ms. Ashley Hayes,202,Mouse,Electronics,2,25,50
1533,2025-01-16,133,Jason Holt,203,Chair,Furniture,3,150,450
1534,2025-01-16,115,James Khan,204,Desk,Furniture,3,300,900
1535,2025-01-16,139,Kelsey Le,203,Chair,Furniture,1,150,150
1536,2025-01-16,109,Lindsey Ware,203,Chair,Furniture,1,150,150
1537,2025-01-16,119,Erik Owen,205,Phone,Electronics,2,800,1600
1538,2025-01-16,149,Andrew Reyes,205,Phone,Electronics,5,800,4000
1539,2025-01-16,183,Vicki Howell,201,Laptop,Electronics,4,1000,4000
1540,2025-01-16,152,Mark Santos,203,Chair,Furniture,1,150,150
1541,2025-01-16,180,Frederick Roberts,203,Chair,Furniture,5,150,750
1542,2025-01-16,134,James Baldwin,205,Phone,Electronics,3,800,2400
1543,2025-01-16,194,Andrea Harris,203,Chair,Furniture,5,150,750
1544,2025-01-16,194,Jennifer Garcia,205,Phone,Electronics,2,800,1600
1545,2025-01-16,120,Samantha Anderson,205,Phone,Electronics,1,800,800
1546,2025-01-16,113,Nichole Warner,204,Desk,Furniture,5,300,1500
1547,2025-01-16,111,Jason Stanley,201,Laptop,Electronics,2,1000,2000
1548,2025-01-16,139,Michael Robertson,201,Laptop,Electronics,2,1000,2000
1549,2025-01-16,190,Adam Silva,205,Phone,Electronics,5,800,4000
1550,2025-01-16,112,Gregory Petersen,205,Phone,Electronics,1,800,800
1551,2025-01-16,198,Ashley Johnson,203,Chair,Furniture,3,150,450
1552,2025-01-16,139,Michael Brown,205,Phone,Electronics,4,800,3200
1553,2025-01-16,193,Mr. Brian Barton II,205,Phone,Electronics,1,800,800
1554,2025-01-16,127,Dillon Norton,203,Chair,Furniture,5,150,750
1555,2025-01-16,102,Justin Hubbard,204,Desk,Furniture,4,300,1200
1556,2025-01-16,161,Rachel Miller,204,Desk,Furniture,1,300,300
1557,2025-01-16,199,Kelly Smith,202,Mouse,Electronics,4,25,100
1558,2025-01-16,105,Bradley Smith,204,Desk,Furniture,2,300,600
1559,2025-01-16,108,Paul James,205,Phone,Electronics,1,800,800
1560,2025-01-16,177,Daniel Smith,203,Chair,Furniture,1,150,150
1561,2025-01-16,121,Maria Flowers,205,Phone,Electronics,5,800,4000
1562,2025-01-16,178,Lisa Davis,201,Laptop,Electronics,3,1000,3000
1563,2025-01-16,195,Sean Smith,203,Chair,Furniture,1,150,150
1564,2025-01-16,162,Austin Kelly,201,Laptop,Electronics,4,1000,4000
1565,2025-01-16,116,Melissa Manning,202,Mouse,Electronics,2,25,50
1566,2025-01-16,175,James Crosby,204,Desk,Furniture,4,300,1200
1567,2025-01-16,144,Alexander Smith,201,Laptop,Electronics,4,1000,4000
1568,2025-01-16,170,William Sellers,204,Desk,Furniture,3,300,900
1569,2025-01-16,148,David Reilly,204,Desk,Furniture,5,300,1500
1570,2025-01-16,172,Kimberly Graves,203,Chair,Furniture,2,150,300
1571,2025-01-16,174,Brittany Gonzales,204,Desk,Furniture,3,300,900
1572,2025-01-16,142,Nancy Walker,205,Phone,Electronics,5,800,4000
1573,2025-01-16,106,Eric Smith,203,Chair,Furniture,5,150,750
1574,2025-01-16,102,Austin Williamson DDS,204,Desk,Furniture,4,300,1200
1575,2025-01-16,163,Katie Houston,203,Chair,Furniture,3,150,450
1576,2025-01-16,122,Andrew Smith,205,Phone,Electronics,4,800,3200
1577,2025-01-16,178,Samantha Castillo,203,Chair,Furniture,1,150,150
1578,2025-01-16,193,Jeffrey Bartlett,203,Chair,Furniture,2,150,300
1579,2025-01-16,163,Jessica Rogers,202,Mouse,Electronics,5,25,125
1580,2025-01-16,182,Jacqueline Gomez,205,Phone,Electronics,3,800,2400
1581,2025-01-16,126,Richard Wood,201,Laptop,Electronics,1,1000,1000
1582,2025-01-16,153,Kenneth Young,204,Desk,Furniture,3,300,900
1583,2025-01-16,180,Tanya Escobar,204,Desk,Furniture,2,300,600
1584,2025-01-16,178,Ashley Tucker,202,Mouse,Electronics,4,25,100
1585,2025-01-16,196,Michele Anderson,201,Laptop,Electronics,2,1000,2000
1586,2025-01-16,107,William Allen,201,Laptop,Electronics,2,1000,2000
1587,2025-01-16,183,Jose Rivera,202,Mouse,Electronics,1,25,25
1588,2025-01-16,132,John Brown,204,Desk,Furniture,4,300,1200
1589,2025-01-16,179,Hannah Juarez,204,Desk,Furniture,1,300,300
1590,2025-01-16,128,William Wheeler,204,Desk,Furniture,1,300,300
1591,2025-01-16,169,Kent Malone DVM,205,Phone,Electronics,3,800,2400
1592,2025-01-16,116,Margaret Boyle,202,Mouse,Electronics,5,25,125
1593,2025-01-16,148,Ashley Carter,204,Desk,Furniture,1,300,300
1594,2025-01-16,133,Kyle Tucker,205,Phone,Electronics,4,800,3200
1595,2025-01-16,100,Martha Miller,204,Desk,Furniture,5,300,1500
1596,2025-01-16,138,Amanda Stevens,201,Laptop,Electronics,3,1000,3000
1597,2025-01-16,127,Felicia Cunningham,203,Chair,Furniture,5,150,750
1598,2025-01-16,138,Eric Sampson,205,Phone,Electronics,1,800,800
1599,2025-01-16,106,Stephanie Ramirez,205,Phone,Electronics,2,800,1600
1600,2025-01-16,157,Kimberly Grant,203,Chair,Furniture,4,150,600
1601,2025-01-17,176,Larry Fuentes,205,Phone,Electronics,3,800,2400
1602,2025-01-17,166,Stephen Reese,202,Mouse,Electronics,1,25,25
1603,2025-01-17,111,Donna Johnson,204,Desk,Furniture,5,300,1500
1604,2025-01-17,177,Sydney Zimmerman,201,Laptop,Electronics,2,1000,2000
1605,2025-01-17,103,Kathleen Schmitt,201,Laptop,Electronics,4,1000,4000
1606,2025-01-17,136,Jeffery Simon,202,Mouse,Electronics,4,25,100
1607,2025-01-17,197,Karen Benjamin,205,Phone,Electronics,5,800,4000
1608,2025-01-17,158,Michael Davis,203,Chair,Furniture,5,150,750
1609,2025-01-17,151,Daniel Morris,205,Phone,Electronics,3,800,2400
1610,2025-01-17,197,Kevin Delgado DDS,203,Chair,Furniture,3,150,450
1611,2025-01-17,138,Holly Ford,203,Chair,Furniture,4,150,600
1612,2025-01-17,144,Edward Soto,202,Mouse,Electronics,4,25,100
1613,2025-01-17,113,Samantha Waters,204,Desk,Furniture,4,300,1200
1614,2025-01-17,186,Jessica Hebert,204,Desk,Furniture,3,300,900
1615,2025-01-17,141,Joann Brown,201,Laptop,Electronics,2,1000,2000
1616,2025-01-17,124,Yesenia Odom,205,Phone,Electronics,1,800,800
1617,2025-01-17,126,Amanda Smith,203,Chair,Furniture,5,150,750
1618,2025-01-17,122,Geoffrey Reeves,205,Phone,Electronics,3,800,2400
1619,2025-01-17,133,Lisa Sutton,203,Chair,Furniture,1,150,150
1620,2025-01-17,104,Sharon Hickman,201,Laptop,Electronics,3,1000,3000
1621,2025-01-17,193,James Johnson,201,Laptop,Electronics,3,1000,3000
1622,2025-01-17,145,Cynthia Berger,205,Phone,Electronics,2,800,1600
1623,2025-01-17,100,Lisa Green,202,Mouse,Electronics,2,25,50
1624,2025-01-17,139,Michael Avila,203,Chair,Furniture,2,150,300
1625,2025-01-17,172,Dr. Luis Petersen V,205,Phone,Electronics,3,800,2400
1626,2025-01-17,187,Melissa Delgado,205,Phone,Electronics,4,800,3200
1627,2025-01-17,115,Kimberly Murphy,201,Laptop,Electronics,3,1000,3000
1628,2025-01-17,193,Jennifer Hernandez,204,Desk,Furniture,3,300,900
1629,2025-01-17,175,Thomas Gentry,202,Mouse,Electronics,3,25,75
1630,2025-01-17,181,Kimberly Lawson,201,Laptop,Electronics,2,1000,2000
1631,2025-01-17,194,Tyler Rogers,201,Laptop,Electronics,1,1000,1000
1632,2025-01-17,131,Dr. Jessica Baker,203,Chair,Furniture,1,150,150
1633,2025-01-17,188,Kenneth White,201,Laptop,Electronics,1,1000,1000
1634,2025-01-17,160,Alexis Ramos MD,205,Phone,Electronics,5,800,4000
1635,2025-01-17,153,Robert Summers,202,Mouse,Electronics,2,25,50
1636,2025-01-17,162,Jason Gibbs,205,Phone,Electronics,5,800,4000
1637,2025-01-17,141,Michelle Hernandez,203,Chair,Furniture,3,150,450
1638,2025-01-17,188,Craig Miller,201,Laptop,Electronics,1,1000,1000
1639,2025-01-17,131,Deborah Riley,204,Desk,Furniture,5,300,1500
1640,2025-01-17,106,Mark Collier,205,Phone,Electronics,1,800,800
1641,2025-01-17,106,Grant Sanchez,202,Mouse,Electronics,2,25,50
1642,2025-01-17,106,Juan Reed,203,Chair,Furniture,5,150,750
1643,2025-01-17,120,Judith Powell,202,Mouse,Electronics,2,25,50
1644,2025-01-17,183,Sophia Hill,201,Laptop,Electronics,3,1000,3000
1645,2025-01-17,127,Corey Morris,202,Mouse,Electronics,2,25,50
1646,2025-01-17,125,Catherine Bates,202,Mouse,Electronics,3,25,75
1647,2025-01-17,156,Kenneth Taylor,205,Phone,Electronics,3,800,2400
1648,2025-01-17,150,Lindsey Rogers,203,Chair,Furniture,3,150,450
1649,2025-01-17,121,Kelly Lopez,205,Phone,Electronics,1,800,800
1650,2025-01-17,138,Terry Morrison,202,Mouse,Electronics,5,25,125
1651,2025-01-17,164,Kayla Lynch,201,Laptop,Electronics,2,1000,2000
1652,2025-01-17,184,Linda Gillespie,204,Desk,Furniture,3,300,900
1653,2025-01-17,140,Cameron Barton,203,Chair,Furniture,1,150,150
1654,2025-01-17,158,Charles Perez,202,Mouse,Electronics,5,25,125
1655,2025-01-17,158,David White,203,Chair,Furniture,1,150,150
1656,2025-01-17,124,Caitlin Clark,203,Chair,Furniture,4,150,600
1657,2025-01-17,116,Melissa Thompson,201,Laptop,Electronics,5,1000,5000
1658,2025-01-17,124,Terrence Holt,203,Chair,Furniture,2,150,300
1659,2025-01-17,162,Michelle Hall,202,Mouse,Electronics,5,25,125
1660,2025-01-17,176,Danny Chen,205,Phone,Electronics,5,800,4000
1661,2025-01-17,123,Elizabeth Goodwin MD,204,Desk,Furniture,2,300,600
1662,2025-01-17,136,Chad Campbell,203,Chair,Furniture,5,150,750
1663,2025-01-17,193,Jaclyn Jackson,203,Chair,Furniture,3,150,450
1664,2025-01-17,116,Cheryl Mckinney,203,Chair,Furniture,4,150,600
1665,2025-01-17,123,Sue Reid,205,Phone,Electronics,4,800,3200
1666,2025-01-17,133,Angela Dixon,205,Phone,Electronics,4,800,3200
1667,2025-01-17,167,Chad Kelly,204,Desk,Furniture,1,300,300
1668,2025-01-17,101,Rebecca Mitchell,204,Desk,Furniture,4,300,1200
1669,2025-01-17,109,Tracie Boyle,202,Mouse,Electronics,5,25,125
1670,2025-01-17,190,Ronald Thomas,203,Chair,Furniture,3,150,450
1671,2025-01-17,145,Sarah Sandoval,204,Desk,Furniture,3,300,900
1672,2025-01-17,151,Melissa Parks,203,Chair,Furniture,5,150,750
1673,2025-01-17,109,Kevin Mullins,205,Phone,Electronics,3,800,2400
1674,2025-01-17,195,Donald Davis,203,Chair,Furniture,5,150,750
1675,2025-01-17,127,Devin Phillips,201,Laptop,Electronics,4,1000,4000
1676,2025-01-17,164,Kendra Crawford,203,Chair,Furniture,3,150,450
1677,2025-01-17,154,Laura Lowe,202,Mouse,Electronics,2,25,50
1678,2025-01-17,146,Sarah Melton MD,202,Mouse,Electronics,4,25,100
1679,2025-01-17,188,Barbara Hernandez DDS,201,Laptop,Electronics,1,1000,1000
1680,2025-01-17,108,Stephen Martinez,202,Mouse,Electronics,3,25,75
1681,2025-01-17,139,Justin Adams,202,Mouse,Electronics,2,25,50
1682,2025-01-17,113,Julie Thompson,205,Phone,Electronics,1,800,800
1683,2025-01-17,127,Heather Henderson,204,Desk,Furniture,3,300,900
1684,2025-01-17,120,Mrs. Ashley Wilkinson DVM,201,Laptop,Electronics,1,1000,1000
1685,2025-01-17,134,Maria Schroeder,201,Laptop,Electronics,2,1000,2000
1686,2025-01-17,138,Michelle Tate,205,Phone,Electronics,1,800,800
1687,2025-01-17,181,Jessica Sherman,205,Phone,Electronics,3,800,2400
1688,2025-01-17,197,Carl Ramsey,202,Mouse,Electronics,1,25,25
1689,2025-01-17,165,Carolyn Martinez,202,Mouse,Electronics,5,25,125
1690,2025-01-17,136,David Jones,201,Laptop,Electronics,1,1000,1000
1691,2025-01-17,175,Amy Fowler,202,Mouse,Electronics,4,25,100
1692,2025-01-17,109,Andrea Davies,202,Mouse,Electronics,4,25,100
1693,2025-01-17,103,Julie Davis,203,Chair,Furniture,2,150,300
1694,2025-01-17,157,Carolyn Farrell,203,Chair,Furniture,2,150,300
1695,2025-01-17,171,Timothy Butler,201,Laptop,Electronics,5,1000,5000
1696,2025-01-17,175,Helen Murphy,205,Phone,Electronics,5,800,4000
1697,2025-01-17,143,Tara Diaz,205,Phone,Electronics,3,800,2400
1698,2025-01-17,182,Julie Cline,205,Phone,Electronics,1,800,800
1699,2025-01-17,187,Hailey Myers,205,Phone,Electronics,5,800,4000
1700,2025-01-17,194,Gregory Morris,205,Phone,Electronics,3,800,2400
1701,2025-01-18,121,David Blair III,202,Mouse,Electronics,4,25,100
1702,2025-01-18,131,Scott Manning,204,Desk,Furniture,1,300,300
1703,2025-01-18,195,Lacey Contreras,202,Mouse,Electronics,4,25,100
1704,2025-01-18,193,Daniel Collins,201,Laptop,Electronics,1,1000,1000
1705,2025-01-18,195,Trevor Parks,203,Chair,Furniture,1,150,150
1706,2025-01-18,114,James Curtis,201,Laptop,Electronics,3,1000,3000
1707,2025-01-18,174,Tommy Lynch,202,Mouse,Electronics,1,25,25
1708,2025-01-18,158,Monica Ray,203,Chair,Furniture,4,150,600
1709,2025-01-18,100,Deborah Stephens,202,Mouse,Electronics,1,25,25
1710,2025-01-18,101,Tyler Bowman,202,Mouse,Electronics,4,25,100
1711,2025-01-18,182,Kimberly Barnes,204,Desk,Furniture,5,300,1500
1712,2025-01-18,150,Billy Harris,204,Desk,Furniture,3,300,900
1713,2025-01-18,115,Kayla Reilly,202,Mouse,Electronics,4,25,100
1714,2025-01-18,148,Michael Evans,203,Chair,Furniture,4,150,600
1715,2025-01-18,195,Joshua Thomas,205,Phone,Electronics,1,800,800
1716,2025-01-18,162,Olivia Collins,205,Phone,Electronics,2,800,1600
1717,2025-01-18,111,Kiara Johnson,204,Desk,Furniture,1,300,300
1718,2025-01-18,117,James Mcdonald,205,Phone,Electronics,3,800,2400
1719,2025-01-18,123,Lisa Davis,205,Phone,Electronics,3,800,2400
1720,2025-01-18,101,Roger Cooper,205,Phone,Electronics,1,800,800
1721,2025-01-18,121,Michelle Russo,205,Phone,Electronics,5,800,4000
1722,2025-01-18,115,Theresa Kelly,205,Phone,Electronics,4,800,3200
1723,2025-01-18,139,Dr. Casey Johnson DDS,202,Mouse,Electronics,2,25,50
1724,2025-01-18,166,Robert Cunningham,203,Chair,Furniture,4,150,600
1725,2025-01-18,151,Johnny Kent,205,Phone,Electronics,1,800,800
1726,2025-01-18,125,Jessica Green,205,Phone,Electronics,3,800,2400
1727,2025-01-18,103,James Weeks,201,Laptop,Electronics,3,1000,3000
1728,2025-01-18,150,Deborah Kelly,203,Chair,Furniture,3,150,450
1729,2025-01-18,197,Robert Neal,203,Chair,Furniture,2,150,300
1730,2025-01-18,192,William Hansen,205,Phone,Electronics,3,800,2400
1731,2025-01-18,110,Kimberly Chavez,203,Chair,Furniture,4,150,600
1732,2025-01-18,134,Julia Allen,204,Desk,Furniture,2,300,600
1733,2025-01-18,101,Candice Holden,203,Chair,Furniture,2,150,300
1734,2025-01-18,170,Jonathon Wu,205,Phone,Electronics,5,800,4000
1735,2025-01-18,151,Casey Smith,204,Desk,Furniture,1,300,300
1736,2025-01-18,128,Matthew Perkins,204,Desk,Furniture,1,300,300
1737,2025-01-18,173,Robert Jones,205,Phone,Electronics,4,800,3200
1738,2025-01-18,114,Craig Nichols,201,Laptop,Electronics,2,1000,2000
1739,2025-01-18,193,Brandon Gilbert,205,Phone,Electronics,1,800,800
1740,2025-01-18,140,Sara Salazar,202,Mouse,Electronics,5,25,125
1741,2025-01-18,159,Gary Fischer,201,Laptop,Electronics,5,1000,5000
1742,2025-01-18,153,Melissa Leonard,204,Desk,Furniture,2,300,600
1743,2025-01-18,126,Angela Flores,202,Mouse,Electronics,5,25,125
1744,2025-01-18,194,Brooke Lopez,205,Phone,Electronics,2,800,1600
1745,2025-01-18,140,Tiffany Marks,202,Mouse,Electronics,5,25,125
1746,2025-01-18,116,Robert Todd,204,Desk,Furniture,2,300,600
1747,2025-01-18,188,Jeffery Burns,204,Desk,Furniture,1,300,300
1748,2025-01-18,156,Joel Reed,201,Laptop,Electronics,5,1000,5000
1749,2025-01-18,195,Sarah Hansen,204,Desk,Furniture,1,300,300
1750,2025-01-18,144,Emily Huffman MD,204,Desk,Furniture,5,300,1500
1751,2025-01-18,164,Kimberly Mendoza,203,Chair,Furniture,5,150,750
1752,2025-01-18,115,Christine Vega,204,Desk,Furniture,2,300,600
1753,2025-01-18,175,Amber Farmer,204,Desk,Furniture,2,300,600
1754,2025-01-18,150,Richard Murray,202,Mouse,Electronics,5,25,125
1755,2025-01-18,143,Darlene Brown,205,Phone,Electronics,1,800,800
1756,2025-01-18,120,William Wolfe,202,Mouse,Electronics,5,25,125
1757,2025-01-18,175,Gina Rivera,205,Phone,Electronics,5,800,4000
1758,2025-01-18,133,Mr. John Perry,203,Chair,Furniture,3,150,450
1759,2025-01-18,178,Phyllis Barnes,205,Phone,Electronics,5,800,4000
1760,2025-01-18,116,Keith Swanson,203,Chair,Furniture,5,150,750
1761,2025-01-18,146,Carl Bird,202,Mouse,Electronics,4,25,100
1762,2025-01-18,152,Amy Melton,205,Phone,Electronics,3,800,2400
1763,2025-01-18,177,Beverly Brown,203,Chair,Furniture,3,150,450
1764,2025-01-18,121,Shelby Vargas,205,Phone,Electronics,3,800,2400
1765,2025-01-18,105,Jeremy Powell,204,Desk,Furniture,1,300,300
1766,2025-01-18,167,Vincent Austin,202,Mouse,Electronics,5,25,125
1767,2025-01-18,196,Donald Castillo,203,Chair,Furniture,4,150,600
1768,2025-01-18,152,David Duran,202,Mouse,Electronics,4,25,100
1769,2025-01-18,144,Danielle Blevins,201,Laptop,Electronics,2,1000,2000
1770,2025-01-18,175,James Herman,204,Desk,Furniture,2,300,600
1771,2025-01-18,111,Alejandro Grant,201,Laptop,Electronics,2,1000,2000
1772,2025-01-18,180,Alan Mills,201,Laptop,Electronics,3,1000,3000
1773,2025-01-18,169,Brittany Haas,202,Mouse,Electronics,2,25,50
1774,2025-01-18,127,Adam Rogers,202,Mouse,Electronics,2,25,50
1775,2025-01-18,127,Christopher Santiago,203,Chair,Furniture,3,150,450
1776,2025-01-18,133,Elizabeth Frank,204,Desk,Furniture,3,300,900
1777,2025-01-18,135,Jose Barker,203,Chair,Furniture,2,150,300
1778,2025-01-18,176,Madison Rivas,204,Desk,Furniture,2,300,600
1779,2025-01-18,199,Alisha Evans,201,Laptop,Electronics,1,1000,1000
1780,2025-01-18,159,Courtney Parker,203,Chair,Furniture,1,150,150
1781,2025-01-18,101,Stephen Obrien,201,Laptop,Electronics,5,1000,5000
1782,2025-01-18,175,Dawn Fernandez,203,Chair,Furniture,4,150,600
1783,2025-01-18,135,Jonathan Johnson,204,Desk,Furniture,5,300,1500
1784,2025-01-18,146,Nicole Bean,202,Mouse,Electronics,2,25,50
1785,2025-01-18,193,Thomas Silva,203,Chair,Furniture,2,150,300
1786,2025-01-18,147,Tanya Welch,204,Desk,Furniture,3,300,900
1787,2025-01-18,110,Brendan Lee,202,Mouse,Electronics,2,25,50
1788,2025-01-18,184,Gregory Anderson,202,Mouse,Electronics,2,25,50
1789,2025-01-18,183,Mrs. Lindsey Jordan,202,Mouse,Electronics,2,25,50
1790,2025-01-18,178,Richard Fox,202,Mouse,Electronics,5,25,125
1791,2025-01-18,162,Adrian Love,205,Phone,Electronics,5,800,4000
1792,2025-01-18,163,Philip Meyers,202,Mouse,Electronics,5,25,125
1793,2025-01-18,166,Tammy Jones,201,Laptop,Electronics,5,1000,5000
1794,2025-01-18,160,John Burgess,204,Desk,Furniture,2,300,600
1795,2025-01-18,101,Alexander Murray,205,Phone,Electronics,1,800,800
1796,2025-01-18,100,Timothy Moran,203,Chair,Furniture,4,150,600
1797,2025-01-18,173,Lisa Weaver,205,Phone,Electronics,4,800,3200
1798,2025-01-18,191,Ryan Howard,201,Laptop,Electronics,3,1000,3000
1799,2025-01-18,197,Billy Castillo,205,Phone,Electronics,3,800,2400
1800,2025-01-18,116,Diane Anderson,201,Laptop,Electronics,4,1000,4000
1801,2025-01-19,157,Karen Perry,205,Phone,Electronics,4,800,3200
1802,2025-01-19,195,Melissa Harris,205,Phone,Electronics,1,800,800
1803,2025-01-19,192,Jacob Stein,204,Desk,Furniture,2,300,600
1804,2025-01-19,174,Angela Hunter,205,Phone,Electronics,5,800,4000
1805,2025-01-19,193,Erin Hernandez,205,Phone,Electronics,3,800,2400
1806,2025-01-19,108,Jimmy Gonzalez,204,Desk,Furniture,1,300,300
1807,2025-01-19,171,Alex Harrison,202,Mouse,Electronics,5,25,125
1808,2025-01-19,114,Sergio Powers,205,Phone,Electronics,1,800,800
1809,2025-01-19,102,Michael Adams,205,Phone,Electronics,3,800,2400
1810,2025-01-19,153,Annette Bates,204,Desk,Furniture,1,300,300
1811,2025-01-19,196,Keith Aguilar,201,Laptop,Electronics,3,1000,3000
1812,2025-01-19,109,Wesley Larson,203,Chair,Furniture,4,150,600
1813,2025-01-19,135,Sandra Erickson,201,Laptop,Electronics,5,1000,5000
1814,2025-01-19,109,Darrell Williams,202,Mouse,Electronics,3,25,75
1815,2025-01-19,154,Lorraine Jackson,204,Desk,Furniture,2,300,600
1816,2025-01-19,114,Samantha Jones,202,Mouse,Electronics,4,25,100
1817,2025-01-19,122,Mark Rice,202,Mouse,Electronics,4,25,100
1818,2025-01-19,145,Elizabeth Moore,204,Desk,Furniture,4,300,1200
1819,2025-01-19,132,Laura Henderson,204,Desk,Furniture,3,300,900
1820,2025-01-19,138,Gerald Benton,201,Laptop,Electronics,5,1000,5000
1821,2025-01-19,135,Luis Serrano,204,Desk,Furniture,2,300,600
1822,2025-01-19,106,Timothy Russell,201,Laptop,Electronics,3,1000,3000
1823,2025-01-19,168,Eric Galvan,204,Desk,Furniture,3,300,900
1824,2025-01-19,155,Antonio Gardner,201,Laptop,Electronics,2,1000,2000
1825,2025-01-19,192,Sara Robinson,204,Desk,Furniture,2,300,600
1826,2025-01-19,170,Jacob Rodriguez,201,Laptop,Electronics,2,1000,2000
1827,2025-01-19,140,Jasmine Gonzalez,201,Laptop,Electronics,2,1000,2000
1828,2025-01-19,153,Jillian Luna,202,Mouse,Electronics,3,25,75
1829,2025-01-19,175,Joshua Anderson,204,Desk,Furniture,4,300,1200
1830,2025-01-19,133,Maureen Lee,201,Laptop,Electronics,2,1000,2000
1831,2025-01-19,150,Dustin Ochoa,203,Chair,Furniture,2,150,300
1832,2025-01-19,107,Angela Phillips,203,Chair,Furniture,3,150,450
1833,2025-01-19,174,Martin Odonnell,203,Chair,Furniture,2,150,300
1834,2025-01-19,112,Brett Atkins,203,Chair,Furniture,4,150,600
1835,2025-01-19,131,Tanya Cortez,205,Phone,Electronics,2,800,1600
1836,2025-01-19,140,Bryan Jones,205,Phone,Electronics,1,800,800
1837,2025-01-19,190,Carolyn Erickson,202,Mouse,Electronics,4,25,100
1838,2025-01-19,120,Mr. Scott Parker,204,Desk,Furniture,4,300,1200
1839,2025-01-19,130,Jason Spencer,203,Chair,Furniture,5,150,750
1840,2025-01-19,149,David Burke,201,Laptop,Electronics,1,1000,1000
1841,2025-01-19,151,Emily Smith,202,Mouse,Electronics,1,25,25
1842,2025-01-19,197,Jessica Page,202,Mouse,Electronics,2,25,50
1843,2025-01-19,134,Carrie Scott,201,Laptop,Electronics,2,1000,2000
1844,2025-01-19,156,Joshua Reese,205,Phone,Electronics,4,800,3200
1845,2025-01-19,160,Elizabeth Gibson,201,Laptop,Electronics,3,1000,3000
1846,2025-01-19,185,Manuel Cox,205,Phone,Electronics,3,800,2400
1847,2025-01-19,195,Jeffrey Fernandez,203,Chair,Furniture,1,150,150
1848,2025-01-19,193,Tony Zuniga,202,Mouse,Electronics,5,25,125
1849,2025-01-19,187,Jasmine Williams,202,Mouse,Electronics,4,25,100
1850,2025-01-19,198,Joanna Tyler,201,Laptop,Electronics,3,1000,3000
1851,2025-01-19,101,Latasha Carter,204,Desk,Furniture,2,300,600
1852,2025-01-19,193,Daniel Dyer,202,Mouse,Electronics,2,25,50
1853,2025-01-19,148,Heather Sanders,203,Chair,Furniture,3,150,450
1854,2025-01-19,148,William Mccarty,204,Desk,Furniture,5,300,1500
1855,2025-01-19,155,Dustin Edwards,201,Laptop,Electronics,1,1000,1000
1856,2025-01-19,160,Joshua Sweeney,203,Chair,Furniture,1,150,150
1857,2025-01-19,198,Alec Harrison,205,Phone,Electronics,3,800,2400
1858,2025-01-19,145,Ashley Taylor,202,Mouse,Electronics,5,25,125
1859,2025-01-19,103,Ashley Hardy,201,Laptop,Electronics,1,1000,1000
1860,2025-01-19,190,Brooke Leonard,204,Desk,Furniture,1,300,300
1861,2025-01-19,179,Selena Wilson,201,Laptop,Electronics,4,1000,4000
1862,2025-01-19,195,William Alvarez,205,Phone,Electronics,3,800,2400
1863,2025-01-19,193,Gregory Pace,202,Mouse,Electronics,1,25,25
1864,2025-01-19,180,Elizabeth Murphy,205,Phone,Electronics,5,800,4000
1865,2025-01-19,123,Susan Arroyo,205,Phone,Electronics,2,800,1600
1866,2025-01-19,166,Dawn Perry,201,Laptop,Electronics,3,1000,3000
1867,2025-01-19,139,Luke Lloyd,203,Chair,Furniture,5,150,750
1868,2025-01-19,137,Sheri Smith,201,Laptop,Electronics,1,1000,1000
1869,2025-01-19,132,Christopher Salazar,204,Desk,Furniture,3,300,900
1870,2025-01-19,147,Sarah Guzman,203,Chair,Furniture,5,150,750
1871,2025-01-19,184,Patrick Gonzalez,202,Mouse,Electronics,2,25,50
1872,2025-01-19,155,Clifford Bowman,203,Chair,Furniture,2,150,300
1873,2025-01-19,102,Samuel Vargas,201,Laptop,Electronics,2,1000,2000
1874,2025-01-19,120,Edward Porter,205,Phone,Electronics,2,800,1600
1875,2025-01-19,140,Franklin Compton,205,Phone,Electronics,3,800,2400
1876,2025-01-19,115,Angela Brown,205,Phone,Electronics,2,800,1600
1877,2025-01-19,128,Angela White,201,Laptop,Electronics,3,1000,3000
1878,2025-01-19,111,Jasmine Clark,201,Laptop,Electronics,3,1000,3000
1879,2025-01-19,123,Luis Davis,201,Laptop,Electronics,3,1000,3000
1880,2025-01-19,149,Kathleen Frank,205,Phone,Electronics,1,800,800
1881,2025-01-19,165,Bryan Bowman,205,Phone,Electronics,4,800,3200
1882,2025-01-19,128,Jessica Maldonado,203,Chair,Furniture,1,150,150
1883,2025-01-19,152,Elaine Greene,202,Mouse,Electronics,2,25,50
1884,2025-01-19,191,Alan Deleon,205,Phone,Electronics,4,800,3200
1885,2025-01-19,156,Chad Weber,203,Chair,Furniture,1,150,150
1886,2025-01-19,103,Kimberly Mejia,203,Chair,Furniture,4,150,600
